Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
SERVICIO DE IMPUESTOS INTERNOS,,,,,,,,,,,,
SUBDIRECCIÓN DE AVALUACIONES,,,,,,,,,,,,
DEPARTAMENTO DE TASACIONES,,,,,,,,,,,,
TASACIÓN DE VEHÍCULOS DE PASAJEROS Y CARGA AJENA 2026,,,,,,,,,,,,
POR RESOLUCIÓN EXENTA SII N° 07  DEL 14 DE ENERO DE 2026,,,,,,,,,,,,
,,,,,,,,,,,,
Código SII,Año,Tipo,Marca,Modelo,Versión,Cilindrada (CC),Carga (KG),Pasajeros (cantidad),Transmisión,Tracción,País,Tasación 2026
AR2030001,1900,Ampliroll,S/M,15 TON,SIN VERSION,,,,,,,8.939.738 
AR2030002,1900,Ampliroll,S/M,20 TON,SIN VERSION,,,,,,,10.727.686 
BA2030001,1900,Basurero,S/M,15 M3,SIN VERSION,,,,,,,8.497.008 
BA2030002,1900,Basurero,S/M,19 M3,SIN VERSION,,,,,,,9.833.712 
BA2030003,1900,Basurero,S/M,21 M3,SIN VERSION,,,,,,,10.727.686 
CA0030001,1991,Camión,AGRALE,S/M,S/M,,,,,,,790.998 
CA0030001,1992,Camión,AGRALE,S/M,S/M,,,,,,,823.834 
CA0030001,1993,Camión,AGRALE,S/M,S/M,,,,,,,930.627 
CA0030001,1994,Camión,AGRALE,S/M,S/M,,,,,,,1.022.165 
CA0030001,1995,Camión,AGRALE,S/M,S/M,,,,,,,1.159.470 
CA0030001,1996,Camión,AGRALE,S/M,S/M,,,,,,,1.266.263 
CA0030001,1997,Camión,AGRALE,S/M,S/M,,,,,,,1.365.428 
CA0030001,1998,Camión,AGRALE,S/M,S/M,,,,,,,1.456.966 
CA0030002,2005,Camión,AGRALE,6000,CD,,,,,,,3.714.238 
CA0030002,2006,Camión,AGRALE,6000,CD,,,,,,,3.885.800 
CA0030003,2005,Camión,AGRALE,8500,TCA,,,,,,,3.894.322 
CA0030003,2006,Camión,AGRALE,8500,TCA,,,,,,,4.074.204 
CA0030003,2007,Camión,AGRALE,8500,TCA,,,,,,,4.989.201 
CA0030003,2008,Camión,AGRALE,8500,TCA,,,,,,,5.162.662 
CA0030004,2005,Camión,AGRALE,9200,TCA,,,,,,,4.284.506 
CA0030004,2006,Camión,AGRALE,9200,TCA,,,,,,,4.482.409 
CA0030004,2007,Camión,AGRALE,9200,TCA,,,,,,,5.355.930 
CA0030004,2008,Camión,AGRALE,9200,TCA,,,,,,,5.565.695 
CA0030005,2007,Camión,AGRALE,6000,RD,,,,,,,5.064.667 
CA0030005,2008,Camión,AGRALE,6000,RD,,,,,,,5.181.854 
CA0120001,2016,Camión,ASTRA,ASTHD9,64.52,,,,,,,68.089.160 
CA0120002,2017,Camión,ASTRA,HD9,64.44,,,,,,,42.852.622 
CA0120003,2022,Camión,ASTRA,HD9 64.48,64.48,13.000,41.000,2,Automática,6X4,ITALIA,86.863.761 
CA0120003,2023,Camión,ASTRA,HD9 64.48,64.48,13.000,41.000,2,Automática,6X4,ITALIA,90.577.041 
CA0120003,2024,Camión,ASTRA,HD9 64.48,64.48,13.000,41.000,2,Automática,6X4,ITALIA,94.377.629 
CA0120003,2025,Camión,ASTRA,HD9 64.48,64.48,13.000,41.000,2,Automática,6X4,ITALIA,98.269.730 
CA0120004,2022,Camión,ASTRA,HD9 84.48,84.48,13.000,50.000,2,Automática,8X4,ITALIA,95.791.863 
CA0120004,2023,Camión,ASTRA,HD9 84.48,84.48,13.000,50.000,2,Automática,8X4,ITALIA,99.886.804 
CA0120004,2024,Camión,ASTRA,HD9 84.48,84.48,13.000,50.000,2,Automática,8X4,ITALIA,104.078.027 
CA0120004,2025,Camión,ASTRA,HD9 84.48,84.48,13.000,50.000,2,Automática,8X4,ITALIA,108.370.168 
CA0140001,1960,Camión,AUSTIN,3 A 5 TON,DIESEL O BENCINERO,,,,,,,152.562 
CA0140001,1961,Camión,AUSTIN,3 A 5 TON,DIESEL O BENCINERO,,,,,,,152.562 
CA0140001,1962,Camión,AUSTIN,3 A 5 TON,DIESEL O BENCINERO,,,,,,,152.562 
CA0150001,1956,Camión,AUTOCAR,8 A 14 TON,DIESEL,,,,,,,152.562 
CA0150001,1957,Camión,AUTOCAR,8 A 14 TON,DIESEL,,,,,,,152.562 
CA0150001,1958,Camión,AUTOCAR,8 A 14 TON,DIESEL,,,,,,,152.562 
CA0150002,1975,Camión,AUTOCAR,AZTECA,6X4,,,,,,,1.041.345 
CA0150002,1976,Camión,AUTOCAR,AZTECA,6X4,,,,,,,1.083.188 
CA0150003,1990,Camión,AUTOCAR,CAMION,TERCER EJE CON LEVANTE TOLVA 16 M3,,,,,,,2.921.004 
CA0150003,1991,Camión,AUTOCAR,CAMION,TERCER EJE CON LEVANTE TOLVA 16 M3,,,,,,,3.043.609 
CA0150003,1992,Camión,AUTOCAR,CAMION,TERCER EJE CON LEVANTE TOLVA 16 M3,,,,,,,3.280.080 
CA0150004,1990,Camión,AUTOCAR,CAMION O TRACTO,S/SEMIREMOLQUE TERCER EJE,,,,,,,2.825.835 
CA0150004,1991,Camión,AUTOCAR,CAMION O TRACTO,S/SEMIREMOLQUE TERCER EJE,,,,,,,2.944.443 
CA0150004,1992,Camión,AUTOCAR,CAMION O TRACTO,S/SEMIREMOLQUE TERCER EJE,,,,,,,3.158.030 
CA0150005,1990,Camión,AUTOCAR,WG,TERCER EJE CON BETONERA 10 M3,,,,,,,2.877.080 
CA0150005,1991,Camión,AUTOCAR,WG,TERCER EJE CON BETONERA 10 M3,,,,,,,2.997.839 
CA0150005,1992,Camión,AUTOCAR,WG,TERCER EJE CON BETONERA 10 M3,,,,,,,3.180.914 
CA0150006,1990,Camión,AUTOCAR,GMC,WHITE 4X8,,,,,,,2.921.004 
CA0150006,1991,Camión,AUTOCAR,GMC,WHITE 4X8,,,,,,,3.043.609 
CA0150006,1992,Camión,AUTOCAR,GMC,WHITE 4X8,,,,,,,3.280.080 
CA0170001,1960,Camión,B.M.C.,7 TON,DIESEL,,,,,,,152.562 
CA0170001,1961,Camión,B.M.C.,7 TON,DIESEL,,,,,,,152.562 
CA0170001,1962,Camión,B.M.C.,7 TON,DIESEL,,,,,,,152.562 
CA0210001,2011,Camión,BAW,BJ-1044,1044,,,,,,,3.290.548 
CA0210001,2012,Camión,BAW,BJ-1044,1044,,,,,,,3.483.497 
CA0210002,2011,Camión,BAW,BJ-1065,1065,,,,,,,3.898.034 
CA0210002,2012,Camión,BAW,BJ-1065,1065,,,,,,,4.126.605 
CA0210002,2013,Camión,BAW,BJ-1065,1065,,,,,,,4.502.505 
CA0210002,2014,Camión,BAW,BJ-1065,1065,,,,,,,5.163.236 
CA0210002,2015,Camión,BAW,BJ-1065,1065,,,,,,,5.902.257 
CA0210003,2013,Camión,BAW,BJ-1126,1126,,,,,,,4.818.827 
CA0210003,2014,Camión,BAW,BJ-1126,1126,,,,,,,5.124.819 
CA0220001,1960,Camión,BEDFORD,5 A 8 TON,PETROLERO O BENCINERO,,,,,,,152.562 
CA0220001,1961,Camión,BEDFORD,5 A 8 TON,PETROLERO O BENCINERO,,,,,,,152.562 
CA0220001,1962,Camión,BEDFORD,5 A 8 TON,PETROLERO O BENCINERO,,,,,,,152.562 
CA0220001,1963,Camión,BEDFORD,5 A 8 TON,PETROLERO O BENCINERO,,,,,,,152.562 
CA0220001,1964,Camión,BEDFORD,5 A 8 TON,PETROLERO O BENCINERO,,,,,,,167.818 
CA0220001,1965,Camión,BEDFORD,5 A 8 TON,PETROLERO O BENCINERO,,,,,,,175.446 
CA0220002,1990,Camión,BEDFORD,MJ,SIN VERSION,,,,,,,1.720.391 
CA0240001,1992,Camión,BELAVTOMAZ,BTM-53371,AMION 4X2 CARROCERIA ABATIBLE 10.5 TON,,,,,,,1.303.540 
CA0240001,1993,Camión,BELAVTOMAZ,BTM-53371,AMION 4X2 CARROCERIA ABATIBLE 10.5 TON,,,,,,,1.357.801 
CA0240001,1994,Camión,BELAVTOMAZ,BTM-53371,AMION 4X2 CARROCERIA ABATIBLE 10.5 TON,,,,,,,1.464.594 
CA0240001,1995,Camión,BELAVTOMAZ,BTM-53371,AMION 4X2 CARROCERIA ABATIBLE 10.5 TON,,,,,,,1.586.643 
CA0240001,1996,Camión,BELAVTOMAZ,BTM-53371,AMION 4X2 CARROCERIA ABATIBLE 10.5 TON,,,,,,,1.716.320 
CA0240001,1997,Camión,BELAVTOMAZ,BTM-53371,AMION 4X2 CARROCERIA ABATIBLE 10.5 TON,,,,,,,1.853.627 
CA0240001,1998,Camión,BELAVTOMAZ,BTM-53371,AMION 4X2 CARROCERIA ABATIBLE 10.5 TON,,,,,,,2.013.816 
CA0240002,1992,Camión,BELAVTOMAZ,BTM-54323 L,4X2 CHASSIS 6M3 ARRASTRE 38 TON,,,,,,,1.633.084 
CA0240002,1993,Camión,BELAVTOMAZ,BTM-54323 L,4X2 CHASSIS 6M3 ARRASTRE 38 TON,,,,,,,1.701.065 
CA0240002,1994,Camión,BELAVTOMAZ,BTM-54323 L,4X2 CHASSIS 6M3 ARRASTRE 38 TON,,,,,,,1.853.627 
CA0240002,1995,Camión,BELAVTOMAZ,BTM-54323 L,4X2 CHASSIS 6M3 ARRASTRE 38 TON,,,,,,,1.990.932 
CA0240002,1996,Camión,BELAVTOMAZ,BTM-54323 L,4X2 CHASSIS 6M3 ARRASTRE 38 TON,,,,,,,2.151.121 
CA0240002,1997,Camión,BELAVTOMAZ,BTM-54323 L,4X2 CHASSIS 6M3 ARRASTRE 38 TON,,,,,,,2.265.543 
CA0240002,1998,Camión,BELAVTOMAZ,BTM-54323 L,4X2 CHASSIS 6M3 ARRASTRE 38 TON,,,,,,,2.402.849 
CA0240003,1992,Camión,BELAVTOMAZ,BTM-5551,4X2 TOLVA  6M3 10 TON,,,,,,,1.376.771 
CA0240003,1993,Camión,BELAVTOMAZ,BTM-5551,4X2 TOLVA  6M3 10 TON,,,,,,,1.434.082 
CA0240003,1994,Camión,BELAVTOMAZ,BTM-5551,4X2 TOLVA  6M3 10 TON,,,,,,,1.533.247 
CA0240003,1995,Camión,BELAVTOMAZ,BTM-5551,4X2 TOLVA  6M3 10 TON,,,,,,,1.647.668 
CA0240003,1996,Camión,BELAVTOMAZ,BTM-5551,4X2 TOLVA  6M3 10 TON,,,,,,,1.739.205 
CA0240003,1997,Camión,BELAVTOMAZ,BTM-5551,4X2 TOLVA  6M3 10 TON,,,,,,,1.853.627 
CA0240003,1998,Camión,BELAVTOMAZ,BTM-5551,4X2 TOLVA  6M3 10 TON,,,,,,,2.021.445 
CA0240004,1993,Camión,BELAVTOMAZ,BTM-64229 L,DOBLE PTE ARRASTRE 42 TON,,,,,,,1.843.956 
CA0240004,1994,Camión,BELAVTOMAZ,BTM-64229 L,DOBLE PTE ARRASTRE 42 TON,,,,,,,1.922.279 
CA0240004,1995,Camión,BELAVTOMAZ,BTM-64229 L,DOBLE PTE ARRASTRE 42 TON,,,,,,,2.036.700 
CA0240004,1996,Camión,BELAVTOMAZ,BTM-64229 L,DOBLE PTE ARRASTRE 42 TON,,,,,,,2.189.263 
CA0240004,1997,Camión,BELAVTOMAZ,BTM-64229 L,DOBLE PTE ARRASTRE 42 TON,,,,,,,2.334.196 
CA0240004,1998,Camión,BELAVTOMAZ,BTM-64229 L,DOBLE PTE ARRASTRE 42 TON,,,,,,,2.486.758 
CA0290001,1959,Camión,BERLIET,8 a 12  TON,SIN ACOPLADO,,,,,,,152.562 
CA0290001,1960,Camión,BERLIET,8 a 12  TON,SIN ACOPLADO,,,,,,,152.562 
CA0290001,1961,Camión,BERLIET,8 a 12  TON,SIN ACOPLADO,,,,,,,167.818 
CA0290001,1979,Camión,BERLIET,8 a 12  TON,SIN ACOPLADO,,,,,,,563.306 
CA0290001,1980,Camión,BERLIET,8 a 12  TON,SIN ACOPLADO,,,,,,,587.364 
CA0340001,1960,Camión,BORGWARD,5 A 6 TON,SIN VERSION,,,,,,,152.562 
CA0340001,1961,Camión,BORGWARD,5 A 6 TON,SIN VERSION,,,,,,,152.562 
CA0340001,1962,Camión,BORGWARD,5 A 6 TON,SIN VERSION,,,,,,,152.562 
CA0340001,1963,Camión,BORGWARD,5 A 6 TON,SIN VERSION,,,,,,,152.562 
CA0340001,1964,Camión,BORGWARD,5 A 6 TON,SIN VERSION,,,,,,,152.562 
CA0390001,1957,Camión,BUSSING,10 A 15 TON,DIESEL,,,,,,,198.331 
CA0390001,1958,Camión,BUSSING,10 A 15 TON,DIESEL,,,,,,,198.331 
CA0390001,1959,Camión,BUSSING,10 A 15 TON,DIESEL,,,,,,,221.215 
CA0390001,1960,Camión,BUSSING,10 A 15 TON,DIESEL,,,,,,,244.099 
CA0390002,1959,Camión,BUSSING,6 A 8 TON,DIESEL,,,,,,,152.562 
CA0390002,1960,Camión,BUSSING,6 A 8 TON,DIESEL,,,,,,,152.562 
CA0390002,1970,Camión,BUSSING,6 A 8 TON,DIESEL,,,,,,,320.380 
CA0390002,1971,Camión,BUSSING,6 A 8 TON,DIESEL,,,,,,,320.380 
CA0400001,2025,Camión,BYD,T023S02,SIN VERSION,0,10.115,2,Automática,4X2,CHINA,88.993.194 
CA0430001,2008,Camión,CAKY-CHANGAN,SC-1040,FD8,,,,,,,3.202.757 
CA0430001,2009,Camión,CAKY-CHANGAN,SC-1040,FD8,,,,,,,3.353.045 
CA0430001,2010,Camión,CAKY-CHANGAN,SC-1040,FD8,,,,,,,3.666.532 
CA0430002,2010,Camión,CAKY-CHANGAN,SC 1050,HD1,,,,,,,5.317.171 
CA0430003,2011,Camión,CAKY-CHANGAN,SC-1040,FD8,,,,,,,3.037.428 
CA0440001,2013,Camión,CAMC,HN-3310,SIN VERSION,,,,,,,19.571.522 
CA0440001,2014,Camión,CAMC,HN-3310,SIN VERSION,,,,,,,20.814.295 
CA0440002,2013,Camión,CAMC,HN-4250,SIN VERSION,,,,,,,17.960.430 
CA0440002,2014,Camión,CAMC,HN-4250,SIN VERSION,,,,,,,19.100.902 
CA0500001,1959,Camión,CHEVROLET,5 A 8 TON.,SIN VERSION,,,,,,,152.562 
CA0500001,1960,Camión,CHEVROLET,5 A 8 TON.,SIN VERSION,,,,,,,152.562 
CA0500001,1961,Camión,CHEVROLET,5 A 8 TON.,SIN VERSION,,,,,,,152.562 
CA0500001,1962,Camión,CHEVROLET,5 A 8 TON.,SIN VERSION,,,,,,,160.190 
CA0500001,1963,Camión,CHEVROLET,5 A 8 TON.,SIN VERSION,,,,,,,175.446 
CA0500001,1964,Camión,CHEVROLET,5 A 8 TON.,SIN VERSION,,,,,,,183.075 
CA0500001,1965,Camión,CHEVROLET,5 A 8 TON.,SIN VERSION,,,,,,,190.702 
CA0500001,1966,Camión,CHEVROLET,5 A 8 TON.,SIN VERSION,,,,,,,205.958 
CA0500001,1967,Camión,CHEVROLET,5 A 8 TON.,SIN VERSION,,,,,,,221.215 
CA0500001,1968,Camión,CHEVROLET,5 A 8 TON.,SIN VERSION,,,,,,,259.356 
CA0500001,1969,Camión,CHEVROLET,5 A 8 TON.,SIN VERSION,,,,,,,289.867 
CA0500001,1970,Camión,CHEVROLET,5 A 8 TON.,SIN VERSION,,,,,,,328.007 
CA0500002,1959,Camión,CHEVROLET,APACHE 30,2.5 TON,,,,,,,152.562 
CA0500002,1960,Camión,CHEVROLET,APACHE 30,2.5 TON,,,,,,,152.562 
CA0500002,1961,Camión,CHEVROLET,APACHE 30,2.5 TON,,,,,,,152.562 
CA0500002,1962,Camión,CHEVROLET,APACHE 30,2.5 TON,,,,,,,152.562 
CA0500002,1963,Camión,CHEVROLET,APACHE 30,2.5 TON,,,,,,,152.562 
CA0500002,1964,Camión,CHEVROLET,APACHE 30,2.5 TON,,,,,,,152.562 
CA0500002,1965,Camión,CHEVROLET,APACHE 30,2.5 TON,,,,,,,152.562 
CA0500002,1966,Camión,CHEVROLET,APACHE 30,2.5 TON,,,,,,,152.562 
CA0500002,1967,Camión,CHEVROLET,APACHE 30,2.5 TON,,,,,,,152.562 
CA0500002,1968,Camión,CHEVROLET,APACHE 30,2.5 TON,,,,,,,160.190 
CA0500002,1969,Camión,CHEVROLET,APACHE 30,2.5 TON,,,,,,,167.818 
CA0500003,1970,Camión,CHEVROLET,C-30,2.5 TON,,,,,,,183.075 
CA0500003,1971,Camión,CHEVROLET,C-30,2.5 TON,,,,,,,183.075 
CA0500003,1972,Camión,CHEVROLET,C-30,2.5 TON,,,,,,,190.702 
CA0500003,1973,Camión,CHEVROLET,C-30,2.5 TON,,,,,,,205.958 
CA0500003,1974,Camión,CHEVROLET,C-30,2.5 TON,,,,,,,221.215 
CA0500003,1975,Camión,CHEVROLET,C-30,2.5 TON,,,,,,,236.471 
CA0500003,1976,Camión,CHEVROLET,C-30,2.5 TON,,,,,,,251.726 
CA0500003,1977,Camión,CHEVROLET,C-30,2.5 TON,,,,,,,266.985 
CA0500003,1978,Camión,CHEVROLET,C-30,2.5 TON,,,,,,,289.867 
CA0500003,1979,Camión,CHEVROLET,C-30,2.5 TON,,,,,,,320.380 
CA0500003,1980,Camión,CHEVROLET,C-30,2.5 TON,,,,,,,358.520 
CA0500003,1981,Camión,CHEVROLET,C-30,2.5 TON,,,,,,,389.032 
CA0500003,1982,Camión,CHEVROLET,C-30,2.5 TON,,,,,,,411.917 
CA0500003,1983,Camión,CHEVROLET,C-30,2.5 TON,,,,,,,434.801 
CA0500003,1984,Camión,CHEVROLET,C-30,2.5 TON,,,,,,,450.058 
CA0500003,1985,Camión,CHEVROLET,C-30,2.5 TON,,,,,,,488.198 
CA0500003,1986,Camión,CHEVROLET,C-30,2.5 TON,,,,,,,533.966 
CA0500003,1987,Camión,CHEVROLET,C-30,2.5 TON,,,,,,,572.106 
CA0500003,1988,Camión,CHEVROLET,C-30,2.5 TON,,,,,,,633.132 
CA0500004,1971,Camión,CHEVROLET,D-60,DIESEL 7000 KGS,,,,,,,291.563 
CA0500004,1972,Camión,CHEVROLET,D-60,DIESEL 7000 KGS,,,,,,,305.124 
CA0500004,1973,Camión,CHEVROLET,D-60,DIESEL 7000 KGS,,,,,,,328.007 
CA0500004,1974,Camión,CHEVROLET,D-60,DIESEL 7000 KGS,,,,,,,366.148 
CA0500004,1975,Camión,CHEVROLET,D-60,DIESEL 7000 KGS,,,,,,,381.405 
CA0500004,1976,Camión,CHEVROLET,D-60,DIESEL 7000 KGS,,,,,,,411.917 
CA0500004,1977,Camión,CHEVROLET,D-60,DIESEL 7000 KGS,,,,,,,427.174 
CA0500004,1978,Camión,CHEVROLET,D-60,DIESEL 7000 KGS,,,,,,,442.429 
CA0500004,1979,Camión,CHEVROLET,D-60,DIESEL 7000 KGS,,,,,,,457.686 
CA0500004,1980,Camión,CHEVROLET,D-60,DIESEL 7000 KGS,,,,,,,488.198 
CA0500004,1981,Camión,CHEVROLET,D-60,DIESEL 7000 KGS,,,,,,,518.710 
CA0500004,1982,Camión,CHEVROLET,D-60,DIESEL 7000 KGS,,,,,,,564.479 
CA0500004,1983,Camión,CHEVROLET,D-60,DIESEL 7000 KGS,,,,,,,594.992 
CA0500004,1984,Camión,CHEVROLET,D-60,DIESEL 7000 KGS,,,,,,,625.503 
CA0500004,1985,Camión,CHEVROLET,D-60,DIESEL 7000 KGS,,,,,,,656.017 
CA0500004,1986,Camión,CHEVROLET,D-60,DIESEL 7000 KGS,,,,,,,747.553 
CA0500004,1987,Camión,CHEVROLET,D-60,DIESEL 7000 KGS,,,,,,,800.949 
CA0500005,1974,Camión,CHEVROLET,C-60,BENCINERO 6000 KGS,,,,,,,234.615 
CA0500005,1975,Camión,CHEVROLET,C-60,BENCINERO 6000 KGS,,,,,,,244.099 
CA0500005,1976,Camión,CHEVROLET,C-60,BENCINERO 6000 KGS,,,,,,,251.726 
CA0500005,1977,Camión,CHEVROLET,C-60,BENCINERO 6000 KGS,,,,,,,274.612 
CA0500005,1978,Camión,CHEVROLET,C-60,BENCINERO 6000 KGS,,,,,,,297.494 
CA0500005,1979,Camión,CHEVROLET,C-60,BENCINERO 6000 KGS,,,,,,,320.380 
CA0500005,1980,Camión,CHEVROLET,C-60,BENCINERO 6000 KGS,,,,,,,373.776 
CA0500005,1981,Camión,CHEVROLET,C-60,BENCINERO 6000 KGS,,,,,,,411.917 
CA0500005,1982,Camión,CHEVROLET,C-60,BENCINERO 6000 KGS,,,,,,,457.686 
CA0500005,1983,Camión,CHEVROLET,C-60,BENCINERO 6000 KGS,,,,,,,533.966 
CA0500005,1984,Camión,CHEVROLET,C-60,BENCINERO 6000 KGS,,,,,,,587.364 
CA0500005,1985,Camión,CHEVROLET,C-60,BENCINERO 6000 KGS,,,,,,,656.017 
CA0500005,1986,Camión,CHEVROLET,C-60,BENCINERO 6000 KGS,,,,,,,747.553 
CA0500006,1974,Camión,CHEVROLET,610,DIESEL 6 TON,,,,,,,278.606 
CA0500006,1975,Camión,CHEVROLET,610,DIESEL 6 TON,,,,,,,289.867 
CA0500007,1975,Camión,CHEVROLET,c-70,10 A 14 TON,,,,,,,513.340 
CA0500007,1976,Camión,CHEVROLET,c-70,10 A 14 TON,,,,,,,533.966 
CA0500007,1977,Camión,CHEVROLET,c-70,10 A 14 TON,,,,,,,587.364 
CA0500008,1975,Camión,CHEVROLET,D-70,SIN VERSION,,,,,,,550.007 
CA0500009,1979,Camión,CHEVROLET,C-30,BLINDADO PARA TRANSPORTE DE VALORES,,,,,,,1.192.451 
CA0500009,1980,Camión,CHEVROLET,C-30,BLINDADO PARA TRANSPORTE DE VALORES,,,,,,,1.243.378 
CA0500009,1981,Camión,CHEVROLET,C-30,BLINDADO PARA TRANSPORTE DE VALORES,,,,,,,1.357.801 
CA0500010,1979,Camión,CHEVROLET,C-60,BENCINERO C/TOLVA,,,,,,,577.937 
CA0500010,1980,Camión,CHEVROLET,C-60,BENCINERO C/TOLVA,,,,,,,602.618 
CA0500010,1981,Camión,CHEVROLET,C-60,BENCINERO C/TOLVA,,,,,,,633.132 
CA0500010,1982,Camión,CHEVROLET,C-60,BENCINERO C/TOLVA,,,,,,,656.017 
CA0500010,1983,Camión,CHEVROLET,C-60,BENCINERO C/TOLVA,,,,,,,694.156 
CA0500010,1984,Camión,CHEVROLET,C-60,BENCINERO C/TOLVA,,,,,,,747.553 
CA0500010,1985,Camión,CHEVROLET,C-60,BENCINERO C/TOLVA,,,,,,,800.949 
CA0500011,1981,Camión,CHEVROLET,C-70,DIESEL 10000 KGS,,,,,,,850.086 
CA0500011,1982,Camión,CHEVROLET,C-70,DIESEL 10000 KGS,,,,,,,884.859 
CA0500011,1983,Camión,CHEVROLET,C-70,DIESEL 10000 KGS,,,,,,,968.768 
CA0500011,1984,Camión,CHEVROLET,C-70,DIESEL 10000 KGS,,,,,,,1.052.677 
CA0500011,1985,Camión,CHEVROLET,C-70,DIESEL 10000 KGS,,,,,,,1.174.725 
CA0500012,1985,Camión,CHEVROLET,C-40 Y C-45,4 TON,,,,,,,498.291 
CA0500012,1986,Camión,CHEVROLET,C-40 Y C-45,4 TON,,,,,,,518.710 
CA0500012,1987,Camión,CHEVROLET,C-40 Y C-45,4 TON,,,,,,,556.850 
CA0500012,1988,Camión,CHEVROLET,C-40 Y C-45,4 TON,,,,,,,572.106 
CA0500012,1989,Camión,CHEVROLET,C-40 Y C-45,4 TON,,,,,,,640.760 
CA0500012,1990,Camión,CHEVROLET,C-40 Y C-45,4 TON,,,,,,,686.528 
CA0500012,1991,Camión,CHEVROLET,C-40 Y C-45,4 TON,,,,,,,762.808 
CA0500012,1992,Camión,CHEVROLET,C-40 Y C-45,4 TON,,,,,,,846.717 
CA0500012,1993,Camión,CHEVROLET,C-40 Y C-45,4 TON,,,,,,,907.743 
CA0500012,1994,Camión,CHEVROLET,C-40 Y C-45,4 TON,,,,,,,968.768 
CA0500012,1995,Camión,CHEVROLET,C-40 Y C-45,4 TON,,,,,,,1.098.445 
CA0500012,1996,Camión,CHEVROLET,C-40 Y C-45,4 TON,,,,,,,1.197.610 
CA0500013,1987,Camión,CHEVROLET,C-12000,8 TON,,,,,,,739.698 
CA0500013,1988,Camión,CHEVROLET,C-12000,8 TON,,,,,,,770.437 
CA0500013,1989,Camión,CHEVROLET,C-12000,8 TON,,,,,,,823.834 
CA0500013,1990,Camión,CHEVROLET,C-12000,8 TON,,,,,,,930.627 
CA0500013,1991,Camión,CHEVROLET,C-12000,8 TON,,,,,,,999.279 
CA0500014,1987,Camión,CHEVROLET,C-14000,BENCINERO 9 TON,,,,,,,812.934 
CA0500014,1988,Camión,CHEVROLET,C-14000,BENCINERO 9 TON,,,,,,,846.717 
CA0500014,1989,Camión,CHEVROLET,C-14000,BENCINERO 9 TON,,,,,,,907.743 
CA0500014,1990,Camión,CHEVROLET,C-14000,BENCINERO 9 TON,,,,,,,968.768 
CA0500014,1991,Camión,CHEVROLET,C-14000,BENCINERO 9 TON,,,,,,,1.052.677 
CA0500014,1992,Camión,CHEVROLET,C-14000,BENCINERO 9 TON,,,,,,,1.144.214 
CA0500014,1993,Camión,CHEVROLET,C-14000,BENCINERO 9 TON,,,,,,,1.212.868 
CA0500014,1994,Camión,CHEVROLET,C-14000,BENCINERO 9 TON,,,,,,,1.304.404 
CA0500014,1995,Camión,CHEVROLET,C-14000,BENCINERO 9 TON,,,,,,,1.449.337 
CA0500014,1996,Camión,CHEVROLET,C-14000,BENCINERO 9 TON,,,,,,,1.609.528 
CA0500014,1997,Camión,CHEVROLET,C-14000,BENCINERO 9 TON,,,,,,,1.716.320 
CA0500014,1998,Camión,CHEVROLET,C-14000,BENCINERO 9 TON,,,,,,,1.830.741 
CA0500015,1987,Camión,CHEVROLET,D-12000,DIESEL 8 TON,,,,,,,864.200 
CA0500015,1988,Camión,CHEVROLET,D-12000,DIESEL 8 TON,,,,,,,900.115 
CA0500015,1989,Camión,CHEVROLET,D-12000,DIESEL 8 TON,,,,,,,961.139 
CA0500015,1990,Camión,CHEVROLET,D-12000,DIESEL 8 TON,,,,,,,1.022.165 
CA0500015,1991,Camión,CHEVROLET,D-12000,DIESEL 8 TON,,,,,,,1.106.073 
CA0500016,1987,Camión,CHEVROLET,D-14000,9 TON,,,,,,,908.145 
CA0500016,1988,Camión,CHEVROLET,D-14000,9 TON,,,,,,,945.883 
CA0500016,1989,Camión,CHEVROLET,D-14000,9 TON,,,,,,,999.279 
CA0500016,1990,Camión,CHEVROLET,D-14000,9 TON,,,,,,,1.067.933 
CA0500016,1991,Camión,CHEVROLET,D-14000,9 TON,,,,,,,1.174.725 
CA0500016,1992,Camión,CHEVROLET,D-14000,9 TON,,,,,,,1.258.635 
CA0500016,1993,Camión,CHEVROLET,D-14000,9 TON,,,,,,,1.357.801 
CA0500016,1994,Camión,CHEVROLET,D-14000,9 TON,,,,,,,1.434.082 
CA0500016,1995,Camión,CHEVROLET,D-14000,9 TON,,,,,,,1.601.899 
CA0500016,1996,Camión,CHEVROLET,D-14000,9 TON,,,,,,,1.769.718 
CA0500016,1997,Camión,CHEVROLET,D-14000,9 TON,,,,,,,1.876.509 
CA0500016,1998,Camión,CHEVROLET,D-14000,9 TON,,,,,,,2.006.189 
CA0500017,1987,Camión,CHEVROLET,D-40,4 TON,,,,,,,454.072 
CA0500017,1988,Camión,CHEVROLET,D-40,4 TON,,,,,,,472.941 
CA0500017,1989,Camión,CHEVROLET,D-40,4 TON,,,,,,,556.850 
CA0500017,1990,Camión,CHEVROLET,D-40,4 TON,,,,,,,633.132 
